"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"66","8 March 2019 12:18:57 pm","Paul","Scowen","Arizona State University","Outline of Analysis Studies Conducted by NASA Cosmic Origins  Program Analysis Group Members During the Past 10 Years","We outline several analysis studies that have been conducted by the NASA COPAG since the Astro2010 Decadal Survey was performed.   The studies are intentionally free of advocacy and lay out the current state of the discipline in each case.  We provide the information so that it may be of use to the Committee in their deliberations.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-dbac475bfb18c21d45e1c9b2c283541d_ScowenPaulA.pdf"
"67","8 March 2019 12:30:26 pm","Kenneth","Carpenter","NASA's Goddard Space Flight Center","Stars at High Spatial Resolution","We summarize compelling new scientific opportunities for understanding stars and stellar systems that can be enabled by sub-milliarcsec angular resolution, UV/Optical spectral imaging observations. These can reveal details of many dynamic processes that affect stellar formation, structure, and evolution.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-b07f6f251a63bb9939f3ded373ca6482_CarpenterKennethG.pdf"
"68","8 March 2019 12:31:21 pm","Anne","Hutter","Kapteyn Astronomical Institute, University of Groningen","A proposal to exploit galaxy-21cm synergies to shed light on the Epoch of Reionization","This white paper outlines the benefits of synergizing WFIRST, Subaru Hyper Suprime-Cam or other >25m-class telescopes galaxy observations with SKA 21cm measurements to constrain the nature of reionization (ionization history and topology) and its sources.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-a8cf1809ed4cdaf688bacf726952fe0a_HutterAnne.pdf"
"69","8 March 2019 1:05:08 pm","Charles","Beichman","NASA Exoplanet Science Institute, IPAC, JPL/Caltech","Direct Imaging and Spectroscopy of Exoplanets with the James Webb Space Telescope","Coronagraphic imaging and direct spectroscopy of  young planets with JWST  will add new insights into  our understanding of the formation and evolution of exoplanets. This paper  focuses on how JWST will add to our knowledge of  young giant planets located at orbits beyond a few AU for the closest stars and a few 10s of AU for more distant ones. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-2641365b8775c486fa30df0de4b4e980_BeichmanCharlesA.pdf"
"70","8 March 2019 3:15:41 pm","Eric","Perlman","Florida Institute of Technology","Kiloparsec-scale Jets:  Physics, Emission Mechanisms, and Challenges","AGN Jets transport material and energy from sub-pc central regions out beyond their host galaxies.  Many issues remain for kpc-scale jets, from dynamics and their interaction with surrounding media to particle acceleration and high-energy emission mechanism.  We concentrate on the advances that can be made by new missions and technologies.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-ccdf2dcb9ae5a2b0cdc8246ee9ce87fc_PerlmanEric_2.pdf"
"71","8 March 2019 3:20:49 pm","Michael","Zemcov","Rochester Institute of Technology","Opportunities for Astrophysical Science from the Inner and Outer Solar System","Astrophysical measurements away from the 1 AU orbit of Earth can enable several astrophysical science cases that are challenging or impossible to perform from Earthbound platforms.   In this White Paper, we describe the science motivations and advocate for flight opportunities  to make these science investigations a reality. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-8d453fd164250025a0d6f2407adefce0_ZemcovMichaelB.pdf"
"72","8 March 2019 3:46:24 pm","Thomas","Greene","NASA Ames Research Center","Characterizing Transiting Exoplanets with JWST Guaranteed Time and ERS Observations","We highlight how guaranteed time observations and early release science will advance understanding of exoplanet atmospheres and provide a glimpse into what transiting exoplanet science will be done with JWST during its first year of operations. JWST will be the most important mission for characterizing exoplanet atmospheres in the 2020s.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-f446853511fceaffde7a4a85bc9fe4be_GreeneThomasP.pdf"
"73","8 March 2019 3:49:06 pm","Abderahmen","Zoghbi","University of Michigan","Supermassive Black Hole Spin and Reverberation","X-ray reverberation mapping has emerged as a powerful probe of microparsec scales aroundAGN, and with high sensitivity detectors, its full potential in echo-mapping the otherwise inaccessible disk-corona at the black hole horizon scale will be revealed.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-159627857892d4d28d487b3361af6483_ZoghbiAbderahmen.pdf"
"74","8 March 2019 3:54:55 pm","Adrian","Liu","McGill University","Cosmology with the Highly Redshifted 21 cm Line","The 21cm line can be used to conduct large-volume surveys of the high-z universe, probing both astrophysics and cosmology. We highlight the promise of using the 21cm line to constrain cosmology via z>6 observations, emphasizing the key advances and investments required to access the potentially vast information content of future surveys.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-06b40b79062572ae36b70e8830d70208_LiuAdrianC.pdf"
"75","8 March 2019 3:57:47 pm","Cora","Dvorkin","Harvard University","Neutrino Mass from Cosmology: Probing Physics Beyond the Standard Model","This white paper focuses on different cosmological probes that can potentially be used to improve our constraints on the sum of neutrino masses in the upcoming decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-8f99b72b6b5b6d2beb04ca4f73dd354a_DvorkinCora.pdf"
"76","8 March 2019 4:17:49 pm","Marc","Neveu","University of Maryland, College Park / NASA Goddard Space Flight Center","Investigating the Solar System’s Ocean Worlds with Next-Generation Space Telescopes","The search for life on the solar system’s ocean worlds must involve space telescopes uniquely able to observe numerous distant targets at high spatial resolution, for nearly arbitrary amounts of time, unimpeded by the Earth’s atmosphere. Questions drawn from the NASA Roadmap to Ocean Worlds best addressed by telescopic measurements are presented.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-dacf8b454145141f78d88d2718c19bcc_NeveuMarc.pdf"
"77","8 March 2019 4:17:55 pm","Sarah","Sadavoy","Harvard-Smithsonian Center for Astrophysics","The Life Cycle of Dust","White paper describes efforts to improve our understanding of the life cycle of dust.  Paper highlights the need for multi-wavelength spectroscopy and continuum observations to study the main sources of dust production and how grain compositions and grain sizes change locally and across cosmic time.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-a667732ed93b68f95d95f3eac8843557_SadavoySarahI.pdf"
"78","8 March 2019 4:24:50 pm","Robert","Caldwell","Dartmouth College","Astro2020 Science White Paper: Cosmology with a Space-Based Gravitational Wave Observatory","The low frequency, mHz GW spectrum is a new frontier for cosmology. We present the cosmological questions that can be addressed from observations in this regime.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-c919505d5db234bb209fbeb26c189870_CaldwellRobertR.pdf"
"79","8 March 2019 5:02:37 pm","Bryan","Holler","STScI","""It’s full of asteroids!”: Solar system science with a large field of view","Next-generation space telescopes will have larger apertures, larger fields of view, and more sensitive instrumentation than their predecessors. The prospects for solar system science with these facilities are substantial, particularly in the area of space-based surveys for the detection of new minor bodies and irregular satellites.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-fc18ec6bfd55fefe3d468f6db21981cb_HollerBryanJ.pdf"
"81","8 March 2019 5:53:40 pm","Andras","Gaspar","Steward Observatory, The University of Arizona","Modeling Debris Disk Evolution","Understanding the formation, evolution, and architectures of planetary systems requires detailed knowledge of their components. Debris disks provide a means with which we can study them. The next decade will deliver a wealth of new information on the nearest systems. Parallel advances in modeling will be necessary to interpret these new datasets.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-435e6ba800d81e0b3bbfd3d57e421cb7_GasparAndras.pdf"
"82","8 March 2019 5:57:38 pm","Antara","Basu-Zych","UMBC/CRESST, NASA/GSFC","Cooking with X-rays: Can X-ray binaries heat the early Universe?"," X-rays from high mass X-ray binaries within the first primordial galaxies likely played a significant role in heating the early Universe at z>10. Combining observations from next generation X-ray telescopes with upcoming measurements of the cosmic 21-cm signal will have the power to offer important insights into conditions in the early Universe. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-da128ec2d8b185c35610d1ae58305f3c_Basu-ZychAntaraR.pdf"
"84","8 March 2019 6:53:46 pm","Alberto","Bolatto","University of Maryland at College Park","Cold Gas Outflows, Feedback, and the Shaping of Galaxies","This paper outlines several key open questions on galaxy outflows, particularly cold outflows, and the associated feedback. After laying out the questions we briefly discuss the requirements of the observations necessary to make progress, and the relevance of several existing and planned facilities. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-dd08c3e894ca4690aac6fd5e042e632a_BolattoAlbertoD.pdf"
"85","8 March 2019 7:14:54 pm","Simone","Ferraro","Lawrence Berkeley National Laboratory","Inflation and Dark Energy from spectroscopy at z > 2","Multi-Object Spectroscopy at 2 < z < 5 can greatly improve our understanding of Inflation, Dark Energy and neutrino masses, while relaxing some restrictive modeling assumptions.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-05b05fe4f7457c11dd2658eb3740cbe1_FerraroSimone.pdf"
"86","8 March 2019 7:49:25 pm","Priyamvada","Natarajan","Yale University","Disentangling nature from nurture: tracing the origin of seed black holes","The origin of seed black holes is fiercely debated and is one of the key open questions in cosmology today.  Gravitational wave events from supermassive binary black hole coalescences coupled with multi-messenger data can help disentangle initial seeding conditions from accretion and dynamics that modulate black hole growth over cosmic time. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-4ca093aadad8099fb10d7d7cdec79058_NatarajanPriyamvada.pdf"
"87","8 March 2019 8:10:10 pm","Michael","Shao","Jet Propulsion Laboratory, California Institute of Technology","Finding Exo-Earths with Precision Space Astrometry","Astrometry may be the only technique capable of finding Earth-twins. It measures the reflex motion of a star in the plane of the sky allowing one to determine a planet’s mass and its orbital inclination. Astrometric measurements with 1 uas precision  allow to search for a 1 M_earth planet in the middle of the habitable zone.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-0a27629aecfa2608d81deccf760d90a7_ShaoMichael.pdf"
